Customer_Id,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_Tv,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Total_Days,Charges_Daily,Faixa_Valor_Total,Faixa_Charges_Daily,Grupo_Idade,Tenure_Faixa,Grupo,Churn_Label
7293-LSCDV,0.0,Female,0,1,1,60,1,0,No,3,3,3,3,3,3,Two year,1,Credit card (automatic),19.25,1103.25,1800,0.6129166666666667,1000-1500,0-1,Não Idoso,60-71,Não Idoso,Não Churn
7294-TMAOP,1.0,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.55,90.55,30,3.018333333333333,0-250,3-4,Não Idoso,0-11,Não Idoso,Churn
7295-JOMMD,1.0,Female,0,0,1,4,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),98.1,396.3,120,3.3025,250-500,3-4,Não Idoso,0-11,Não Idoso,Churn
7296-PIXQY,0.0,Female,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,1046.5,420,2.4916666666666667,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Não Churn
7297-DVYGA,0.0,Female,0,0,0,51,1,0,No,3,3,3,3,3,3,One year,1,Bank transfer (automatic),19.85,996.95,1530,0.6516013071895426,750-1000,0-1,Não Idoso,48-59,Não Idoso,Não Churn
7298-IZWLY,0.0,Female,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,19.4,19.4,30,0.6466666666666666,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7299-GNVPL,0.0,Female,0,1,1,23,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,0,Mailed check,84.4,1936.85,690,2.8070289855072463,1500-2000,2-3,Não Idoso,12-23,Não Idoso,Não Churn
7301-ABVAD,0.0,Female,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,2160,2.940046296296296,2000+,2-3,Não Idoso,,Não Idoso,Não Churn
7302-ZHMHP,0.0,Female,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,19.15,19.15,30,0.6383333333333333,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7305-ZWMAJ,0.0,Male,0,1,0,30,1,0,No,3,3,3,3,3,3,One year,0,Credit card (automatic),20.7,587.1,900,0.6523333333333333,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
7306-YDSOI,0.0,Male,0,1,1,69,1,0,DSL,1,1,1,0,0,0,Two year,1,Bank transfer (automatic),59.75,4069.9,2070,1.9661352657004831,2000+,1-2,Não Idoso,60-71,Não Idoso,Não Churn
7310-EGVHZ,0.0,Male,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Bank transfer (automatic),20.2,20.2,30,0.6733333333333333,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7311-MQJCH,0.0,Female,0,0,0,5,1,0,No,3,3,3,3,3,3,One year,0,Electronic check,19.55,99.6,150,0.6639999999999999,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7312-XSBAT,0.0,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.75,49.75,30,1.6583333333333334,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7314-OXENN,1.0,Male,0,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.0,184.65,60,3.0775,0-250,3-4,Não Idoso,0-11,Não Idoso,Churn
7315-WYOAW,0.0,Male,0,0,0,13,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,100.75,1313.25,390,3.3673076923076923,1000-1500,3-4,Não Idoso,12-23,Não Idoso,Não Churn
7317-GGVPB,1.0,Male,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.6,7690.9,2130,3.61075117370892,2000+,3-4,Não Idoso,60-71,Não Idoso,Churn
7318-EIVKO,0.0,Male,0,0,0,8,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,59.25,436.6,240,1.8191666666666668,250-500,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7319-VENRZ,0.0,Male,0,0,0,7,1,0,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),64.3,445.95,210,2.1235714285714287,250-500,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7319-ZNRTR,0.0,Male,0,1,1,25,1,0,No,3,3,3,3,3,3,One year,0,Electronic check,19.6,411.15,750,0.5482,250-500,0-1,Não Idoso,24-35,Não Idoso,Não Churn
7321-KKSDU,0.0,Male,0,0,1,32,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.5,696.8,960,0.7258333333333333,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
7321-PKUYW,1.0,Female,0,0,0,11,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,90.15,987.95,330,2.993787878787879,750-1000,2-3,Não Idoso,0-11,Não Idoso,Churn
7321-VGNKU,0.0,Female,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,120.25,60,2.004166666666667,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7321-ZNSLA,0.0,Male,0,1,1,13,0,3,DSL,1,1,0,1,0,0,Two year,0,Mailed check,40.55,590.35,390,1.5137179487179488,500-750,1-2,Não Idoso,12-23,Não Idoso,Não Churn
7322-OCWHC,0.0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),93.05,6735.05,2160,3.118078703703704,2000+,3-4,Idoso,,Idoso,Não Churn
7325-ENZFI,0.0,Female,0,0,0,39,0,3,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),40.3,1630.4,1170,1.3935042735042735,1500-2000,1-2,Não Idoso,36-47,Não Idoso,Não Churn
7326-RIGQZ,0.0,Male,0,1,1,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,377.85,180,2.0991666666666666,250-500,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7328-OWMOM,0.0,Female,0,0,1,31,1,0,No,3,3,3,3,3,3,One year,0,Credit card (automatic),20.1,589.25,930,0.6336021505376344,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
7328-ZJAJO,0.0,Female,0,1,1,59,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),19.5,1222.65,1770,0.6907627118644069,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
7330-WZLNC,1.0,Female,0,0,0,5,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.8,455.5,150,3.0366666666666666,250-500,3-4,Não Idoso,0-11,Não Idoso,Churn
7336-RLLRH,0.0,Male,0,1,0,27,1,1,DSL,1,0,0,1,1,1,One year,0,Mailed check,80.85,2204.35,810,2.7214197530864195,2000+,2-3,Não Idoso,24-35,Não Idoso,Não Churn
7337-CINUD,0.0,Female,0,1,1,8,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),19.5,159.35,240,0.6639583333333333,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7338-ERIVA,0.0,Male,0,0,1,39,0,3,DSL,1,0,0,1,1,0,One year,0,Bank transfer (automatic),45.05,1790.6,1170,1.5304273504273505,1500-2000,1-2,Não Idoso,36-47,Não Idoso,Não Churn
7339-POGZN,0.0,Female,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,50.7,214.55,120,1.7879166666666668,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7340-KEFQE,0.0,Female,0,1,1,51,0,3,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782.0,1530,1.1647058823529413,1500-2000,1-2,Não Idoso,48-59,Não Idoso,Não Churn
7341-LXCAF,1.0,Male,0,1,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.65,301.4,120,2.5116666666666663,250-500,2-3,Não Idoso,0-11,Não Idoso,Churn
7343-EOBEU,0.0,Male,0,1,0,3,1,1,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,23.6,89.05,90,0.9894444444444445,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7346-MEDWM,0.0,Female,0,0,0,59,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,83.25,4949.1,1770,2.7961016949152544,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
7349-ALMUX,0.0,Male,0,0,0,37,1,0,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),65.6,2313.8,1110,2.0845045045045048,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
7351-KYHQH,0.0,Female,1,0,0,7,1,0,DSL,0,1,1,0,1,0,Month-to-month,1,Electronic check,64.95,493.65,210,2.3507142857142855,250-500,2-3,Idoso,0-11,Idoso,Não Churn
7351-MHQVU,0.0,Female,0,0,0,6,0,3,DSL,1,1,0,1,0,1,Month-to-month,0,Credit card (automatic),50.95,307.6,180,1.7088888888888891,250-500,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7353-YOWFP,0.0,Female,0,0,0,7,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,20.25,129.15,210,0.615,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7354-OIJLX,0.0,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.85,724.65,270,2.6838888888888888,500-750,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7356-AYNJP,0.0,Female,0,0,0,4,1,1,No,3,3,3,3,3,3,One year,0,Electronic check,23.9,97.5,120,0.8125,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7356-IWLFW,0.0,Male,0,1,1,46,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.0,3769.7,1380,2.7316666666666665,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
7359-PTSXY,1.0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.75,45.75,30,1.525,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
7359-SSBJK,1.0,Female,1,0,0,64,1,0,DSL,1,1,0,1,1,0,Two year,1,Credit card (automatic),70.2,4481.0,1920,2.333854166666667,2000+,2-3,Idoso,60-71,Idoso,Churn
7359-WWYJV,0.0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),114.45,8375.05,2160,3.8773379629629625,2000+,3-4,Não Idoso,,Não Idoso,Não Churn
7361-YPXFS,0.0,Female,1,0,0,28,1,1,DSL,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),64.45,1867.6,840,2.223333333333333,1500-2000,2-3,Idoso,24-35,Idoso,Não Churn
7363-QTBIW,0.0,Female,0,1,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.75,769.1,270,2.8485185185185187,750-1000,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7365-BVCJH,0.0,Male,0,0,0,1,0,3,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.4,24.4,30,0.8133333333333332,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7369-TRPFD,0.0,Male,0,0,0,19,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,18.8,279.2,570,0.4898245614035088,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
7375-WMVMT,0.0,Male,1,1,0,71,1,0,Fiber optic,0,1,1,1,0,1,Two year,1,Credit card (automatic),95.5,6707.15,2130,3.148896713615023,2000+,3-4,Idoso,60-71,Idoso,Não Churn
7377-DMMRI,1.0,Male,0,0,0,2,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,47.8,92.45,60,1.5408333333333333,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
7379-FNIUJ,0.0,Male,0,0,0,2,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,0,Electronic check,100.2,198.5,60,3.308333333333333,0-250,3-4,Não Idoso,0-11,Não Idoso,Não Churn
7379-POKDZ,1.0,Male,0,1,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,208.85,90,2.3205555555555555,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
7382-DFJTU,0.0,Male,0,0,0,18,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,1058.1,540,1.9594444444444443,1000-1500,1-2,Não Idoso,12-23,Não Idoso,Não Churn
7384-GHBPI,1.0,Male,0,1,0,3,0,3,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.15,99.75,90,1.1083333333333334,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
7389-KBFIT,0.0,Female,0,1,1,2,0,3,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,30.25,63.75,60,1.0625,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7392-YYPYJ,0.0,Male,0,0,0,22,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.65,2415.95,660,3.6605303030303027,2000+,3-4,Não Idoso,12-23,Não Idoso,Não Churn
7394-FKDNK,1.0,Female,0,1,0,9,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.45,853.1,270,3.1596296296296296,750-1000,3-4,Não Idoso,0-11,Não Idoso,Churn
7394-LWLYN,0.0,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,123.8,60,2.0633333333333335,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7395-IGJOS,1.0,Male,1,1,0,17,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),81.5,1329.2,510,2.6062745098039217,1000-1500,2-3,Idoso,12-23,Idoso,Churn
7395-XWZOY,0.0,Male,0,0,0,20,0,3,DSL,1,1,1,1,1,0,Month-to-month,1,Credit card (automatic),55.0,1165.55,600,1.9425833333333333,1000-1500,1-2,Não Idoso,12-23,Não Idoso,Não Churn
7396-VJUZB,0.0,Male,0,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.25,155.35,120,1.2945833333333332,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7398-HPYZQ,0.0,Male,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),90.55,6404.0,2130,3.006572769953052,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
7398-LXGYX,0.0,Male,0,1,0,44,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.8,3626.35,1320,2.7472348484848483,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
7398-SKNQZ,0.0,Female,0,1,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.9,273.2,90,3.0355555555555553,250-500,3-4,Não Idoso,0-11,Não Idoso,Não Churn
7399-QHBJS,0.0,Female,0,1,1,72,1,1,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),66.75,4760.3,2160,2.2038425925925926,2000+,2-3,Não Idoso,,Não Idoso,Não Churn
7401-JIXNM,0.0,Female,0,1,1,54,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),91.3,4965.0,1620,3.064814814814815,2000+,3-4,Não Idoso,48-59,Não Idoso,Não Churn
7401-RUBNK,0.0,Female,0,1,0,18,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,74.8,1438.05,540,2.6630555555555553,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Não Churn
7402-EYFXX,0.0,Male,1,0,0,26,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.6,2404.1,780,3.082179487179487,2000+,3-4,Idoso,24-35,Idoso,Não Churn
7402-PWYJJ,0.0,Female,0,1,0,53,1,1,Fiber optic,0,0,0,1,0,1,One year,1,Electronic check,91.15,4862.5,1590,3.058176100628931,2000+,3-4,Não Idoso,48-59,Não Idoso,Não Churn
7404-JLKQG,0.0,Female,0,0,0,3,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,57.55,161.45,90,1.7938888888888889,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7407-SUJIZ,0.0,Male,0,0,0,25,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,20.6,541.5,750,0.722,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
7408-OFWXJ,0.0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.8,6510.45,2160,3.014097222222222,2000+,3-4,Não Idoso,,Não Idoso,Não Churn
7409-JURKQ,0.0,Female,0,1,0,53,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),111.8,5809.75,1590,3.653930817610063,2000+,3-4,Não Idoso,48-59,Não Idoso,Não Churn
7409-KIUTL,1.0,Female,1,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.0,71.0,30,2.3666666666666667,0-250,2-3,Idoso,0-11,Idoso,Churn
7410-KTVFV,1.0,Male,0,1,0,18,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,49.55,878.35,540,1.6265740740740742,750-1000,1-2,Não Idoso,12-23,Não Idoso,Churn
7410-OIEDU,0.0,Male,0,0,0,10,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Mailed check,79.85,887.35,300,2.9578333333333333,750-1000,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7410-YTJIK,1.0,Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,75.45,480.75,210,2.289285714285714,250-500,2-3,Não Idoso,0-11,Não Idoso,Churn
7416-CKTEP,0.0,Female,0,1,0,57,1,0,No,3,3,3,3,3,3,Two year,1,Bank transfer (automatic),19.6,1134.25,1710,0.6633040935672515,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
7421-ZLUPA,0.0,Female,0,0,0,8,0,3,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,29.25,226.95,240,0.9456249999999999,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7422-WNBTY,0.0,Male,0,1,0,33,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,93.35,3092.0,990,3.1232323232323234,2000+,3-4,Não Idoso,24-35,Não Idoso,Não Churn
7426-GSWPO,0.0,Male,1,0,0,64,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),103.5,6548.65,1920,3.4107552083333332,2000+,3-4,Idoso,60-71,Idoso,Não Churn
7426-RHZGU,0.0,Male,0,0,0,9,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),95.9,827.45,270,3.06462962962963,750-1000,3-4,Não Idoso,0-11,Não Idoso,Não Churn
7426-WEIJX,0.0,Male,1,1,1,60,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.95,4859.1,1800,2.6995,2000+,2-3,Idoso,60-71,Idoso,Não Churn
7427-AUFPY,0.0,Male,0,0,0,54,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),19.65,1008.7,1620,0.6226543209876544,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
7432-FFVAR,0.0,Female,0,1,1,46,1,0,Fiber optic,0,0,1,1,0,1,One year,0,Bank transfer (automatic),90.95,4236.6,1380,3.0700000000000003,2000+,3-4,Não Idoso,36-47,Não Idoso,Não Churn
7434-SHXLS,1.0,Female,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,20.9,20.9,30,0.6966666666666667,0-250,0-1,Não Idoso,0-11,Não Idoso,Churn
7435-ZNUYY,0.0,Male,0,0,0,6,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,20.6,116.6,180,0.6477777777777778,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
7439-DKZTW,0.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,30,2.685,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7442-YGZFK,0.0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),49.8,49.8,30,1.66,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7445-WMRBW,0.0,Female,0,0,0,48,1,1,DSL,0,1,1,1,1,0,One year,1,Bank transfer (automatic),73.85,3581.4,1440,2.4870833333333335,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
7446-KQISO,0.0,Male,0,1,1,45,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.75,4900.65,1350,3.630111111111111,2000+,3-4,Não Idoso,36-47,Não Idoso,Não Churn
7446-SFAOA,0.0,Female,0,1,0,37,1,0,No,3,3,3,3,3,3,One year,1,Bank transfer (automatic),19.85,717.5,1110,0.6463963963963963,500-750,0-1,Não Idoso,36-47,Não Idoso,Não Churn
7446-YPODE,0.0,Male,1,0,0,11,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),60.25,662.95,330,2.0089393939393942,500-750,2-3,Idoso,0-11,Idoso,Não Churn
7449-HVPIV,0.0,Male,0,1,1,55,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),90.4,5099.15,1650,3.0903939393939392,2000+,3-4,Não Idoso,48-59,Não Idoso,Não Churn
7450-NWRTR,1.0,Male,1,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.45,1200.15,360,3.33375,1000-1500,3-4,Idoso,12-23,Idoso,Churn
7452-FOLON,0.0,Male,0,0,1,39,1,1,No,3,3,3,3,3,3,One year,0,Bank transfer (automatic),25.45,958.45,1170,0.8191880341880342,750-1000,0-1,Não Idoso,36-47,Não Idoso,Não Churn
7459-IMVYU,0.0,Male,0,0,0,38,1,1,DSL,1,1,1,1,0,0,Month-to-month,0,Electronic check,69.95,2657.55,1140,2.331184210526316,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
7459-RRWQZ,1.0,Female,0,0,0,15,1,1,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.65,994.55,450,2.210111111111111,750-1000,2-3,Não Idoso,12-23,Não Idoso,Churn
7460-ITWWP,0.0,Female,1,1,0,45,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,86.1,3861.45,1350,2.860333333333333,2000+,2-3,Idoso,36-47,Idoso,Não Churn
7463-IFMQU,0.0,Female,0,1,0,72,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),20.05,1423.65,2160,0.6590972222222222,1000-1500,0-1,Não Idoso,,Não Idoso,Não Churn
7465-ZZRVX,0.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,70.35,30,2.3449999999999998,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
7469-LKBCI,0.0,Male,0,0,0,16,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),18.95,326.8,480,0.6808333333333334,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
7470-DYNOE,0.0,Male,0,0,0,53,1,0,DSL,0,0,1,0,0,1,One year,1,Electronic check,61.1,3357.9,1590,2.11188679245283,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
7470-MCQTK,1.0,Female,0,1,0,13,0,3,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),48.75,633.4,390,1.6241025641025642,500-750,1-2,Não Idoso,12-23,Não Idoso,Churn
7471-MQPOS,0.0,Male,1,1,1,71,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),72.9,5139.65,2130,2.4129812206572767,2000+,2-3,Idoso,60-71,Idoso,Não Churn
7471-WNSUF,0.0,Male,0,1,0,60,1,1,No,3,3,3,3,3,3,One year,0,Bank transfer (automatic),24.15,1505.9,1800,0.8366111111111112,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
7472-EQOAV,0.0,Male,1,1,1,71,1,0,Fiber optic,1,1,1,0,0,0,One year,1,Bank transfer (automatic),86.7,6179.35,2130,2.9011032863849766,2000+,2-3,Idoso,60-71,Idoso,Não Churn
7473-ZBDSN,0.0,Female,0,1,1,14,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,18.8,255.55,420,0.608452380952381,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
7479-NITWS,1.0,Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),89.35,631.85,210,3.008809523809524,500-750,3-4,Não Idoso,0-11,Não Idoso,Churn
7480-QNVZJ,1.0,Male,1,0,0,50,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.7,4816.7,1500,3.211133333333333,2000+,3-4,Idoso,48-59,Idoso,Churn
7480-SPLEF,0.0,Male,0,1,1,69,1,1,No,3,3,3,3,3,3,Two year,1,Bank transfer (automatic),26.0,1796.55,2070,0.8678985507246376,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
7481-ATQQS,1.0,Female,1,0,0,49,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.85,4515.85,1470,3.0720068027210887,2000+,3-4,Idoso,48-59,Idoso,Churn
7483-IQWIB,0.0,Male,0,1,1,37,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,92.95,3415.25,1110,3.076801801801802,2000+,3-4,Não Idoso,36-47,Não Idoso,Não Churn
7486-KSRVI,1.0,Male,0,0,0,43,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.0,4211.55,1290,3.264767441860465,2000+,3-4,Não Idoso,36-47,Não Idoso,Churn
7488-MXJIV,1.0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,321.65,120,2.6804166666666664,250-500,2-3,Não Idoso,0-11,Não Idoso,Churn
7492-TAFJD,0.0,Male,0,1,1,7,0,3,DSL,1,1,1,0,0,0,Two year,0,Mailed check,38.55,280.0,210,1.3333333333333333,250-500,1-2,Não Idoso,0-11,Não Idoso,Não Churn
7493-GVFIO,0.0,Male,0,0,0,57,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),20.55,1252.85,1710,0.7326608187134502,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
7493-TPUWZ,1.0,Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,79.15,30,2.6383333333333336,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
7495-OOKFY,1.0,Female,1,1,0,8,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),80.65,633.3,240,2.63875,500-750,2-3,Idoso,0-11,Idoso,Churn
7501-IWUNG,0.0,Female,0,1,1,61,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),73.8,4616.05,1830,2.522431693989071,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
